ID	Language_name	Language_ID	Parameter_name	Parameter_ID	Value	Form	Segments	Prosodic_structure	Motivation_structure	Source	Comment
4244	Atsi	zaiw1240	high / tall	1265	mja̱ŋ⁵¹	mja̱ŋ⁵¹	m j a̰ ŋ ⁵¹	i m n c t	high	TBL	
4245	Bola	bela1241	high / tall	1265	mjɔ̱̃⁵⁵	mjɔ̱̃⁵⁵	m j ɔ̰̃ ∼ ⁵⁵	i m n c t	high	TBL	
4248	Lashi	lash1242	high / tall	1265	mja̱ːŋ³³	mja̱ːŋ³³	m j a̰ː ŋ ³³	i m n c t	high	TBL	
4249	Maru	maru1248	high / tall	1265	mjɔ̃³¹	mjɔ̃³¹	m j ɔ̃ ∼ ³¹	i m n c t	high	TBL	
4251	Xiandao	xian1248	high / tall	1265	m̥ʐaŋ⁵⁵	m̥ʐaŋ⁵⁵	m̥ ʐ a ŋ ⁵⁵	i m n c t	high	TBL	
7141	Old_Burmese	oldb1234	high / tall	1265	mraṅʔ	mraṅʔ	m r a ŋ ⁵³	i m n c t			
5498	Rangoon	nucl1310	high / tall	1265	mjĩ⁵³	mjĩ⁵³	m j ĩ ∼ ⁵³	i m n c t	high	TBL	
6334	Rangoon	nucl1310	horizontal	2376	kɑ̃⁵³lɑ̃⁵³	kɑ̃⁵³lɑ̃⁵³	k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³	i n c t + i n c t	horizontal1 horizontal2	TBL	
6135	Achang_Longchuan	long1372	horizontal	2376	xaŋ³¹	xaŋ³¹	x a ŋ ³¹	i n c t	horizontal	TBL	
6195	Maru	maru1248	horizontal	2376	pji̱³¹	pji̱³¹	p j ḭ ³¹	i m n t	horizontal	TBL	
6299	Atsi	zaiw1240	horizontal	2376	a²¹pji̱⁵¹	a²¹pji̱⁵¹	a ²¹ + p j ḭ ⁵¹	n t + i m n t	a-prefix horizontal	TBL	
6302	Bola	bela1241	horizontal	2376	pi̱⁵⁵	pi̱⁵⁵	p ḭ ⁵⁵	i n t	horizontal	TBL	
6467	Lashi	lash1242	horizontal	2376	pji̱ː³³	pji̱ː³³	p j ḭː ³³	i m n t	horizontal	TBL	
6526	Xiandao	xian1248	horizontal	2376	a³¹faŋ³¹	a³¹faŋ³¹	a ³¹ + f a ŋ ³¹	n t + i n c t	a-prefix horizontal	TBL	
7143	Old_Burmese	oldb1234	horizontal	2376	kanʔ◦lanʔ	kanʔ◦lanʔ	k a n ⁵³ + l a n ⁵³	i n c t + i n c t			
6362	Atsi	zaiw1240	hot	1286	ŋje⁵⁵	ŋje⁵⁵	ŋ j e ⁵⁵	i m n t	hot-burn	TBL	
6172	Achang_Longchuan	long1372	hot	1286	pu⁵⁵	pu⁵⁵	p u ⁵⁵	i n t	hot	TBL	
6220	Maru	maru1248	hot	1286	lauŋ³¹	lauŋ³¹	l a u ŋ ³¹	i n N c t	hot	TBL	
6228	Xiandao	xian1248	hot	1286	pu⁵⁵	pu⁵⁵	p u ⁵⁵	i n t	hot	TBL	
6539	Lashi	lash1242	hot	1286	ŋɛː⁵⁵	ŋɛː⁵⁵	ŋ ɛː ⁵⁵	i n t	hot	TBL	
6578	Rangoon	nucl1310	hot	1286	ɑiʔ⁴	ɑiʔ⁴	ɑ i ʔ ⁴	m n c t	hot	TBL	
6627	Bola	bela1241	hot	1286	lauŋ⁵⁵	lauŋ⁵⁵	l a u ŋ ⁵⁵	i n N c t	hot	TBL	
7145	Old_Burmese	oldb1234	hot	1286	nuyḥ	nuyḥ	n u j ⁵⁵	i n c t	hot-warm		
2056	Lashi	lash1242	hundred	1634	ʃo̱³³	ʃo̱³³	ʃ o̰ ³³	i n t	hundred	TBL	
2058	Maru	maru1248	hundred	1634	jɔ³¹	jɔ³¹	j ɔ ³¹	i n t	hundred	TBL	
2059	Xiandao	xian1248	hundred	1634	pak³⁵	pak³⁵	p a k ³⁵	i n c t	hundred	TBL	
2052	Bola	bela1241	hundred	1634	ja⁵⁵	ja⁵⁵	j a ⁵⁵	i n t	hundred	TBL	
5284	Rangoon	nucl1310	hundred	1634	(tiʔ⁴)◦jɑ²²	(tiʔ⁴)◦jɑ²²	t i ʔ ⁴ + j ɑ ²²	i n c t + i n t	one hundred	TBL	
2048	Achang_Longchuan	long1372	hundred	1634	pak³⁵	pak³⁵	p a k ³⁵	i n c t	hundred	TBL	
2050	Atsi	zaiw1240	hundred	1634	ʃo⁵¹	ʃo⁵¹	ʃ o ⁵¹	i n t	hundred	TBL	
7147	Old_Burmese	oldb1234	hundred	1634	ryā	ryā	r j a ²²	i m n t			
6322	Lashi	lash1242	inside	1606	a³³kʰou³³	a³³kʰou³³	a ³³ + kʰ o u ³³	n t + i n N t	a-prefix inside	TBL	
6381	Bola	bela1241	inside	1606	a³¹kʰau⁵⁵	a³¹kʰau⁵⁵	a ³¹ + kʰ a u ⁵⁵	n t + i n N t	a-prefix inside	TBL	
6391	Xiandao	xian1248	inside	1606	a³¹xau⁵⁵	a³¹xau⁵⁵	a ³¹ + x a u ⁵⁵	n t + i n N t	a-prefix inside	TBL	
6469	Atsi	zaiw1240	inside	1606	a²¹kʰau⁵¹	a²¹kʰau⁵¹	a ²¹ + kʰ a u ⁵¹	n t + i n N t	a-prefix inside	TBL	
6515	Achang_Longchuan	long1372	inside	1606	a³¹xau⁵⁵	a³¹xau⁵⁵	a ³¹ + x a u ⁵⁵	n t + i n N t	a-prefix inside	TBL	
6575	Maru	maru1248	inside	1606	a³¹kʰuk³¹	a³¹kʰuk³¹	a ³¹ + kʰ u k ³¹	n t + i n c t	a-prefix inside	TBL	
6608	Rangoon	nucl1310	inside	1606	ɑ⁵³tʰɛ⁵⁵	ɑ⁵³tʰɛ⁵⁵	ɑ ⁵³ + tʰ ɛ ⁵⁵	n t + i n t	a-prefix inside	TBL	
7151	Old_Burmese	oldb1234	inside	1606	a◦to₁ṅḥ	a◦to₁ṅḥ	a + t o ŋ ⁵⁵	n + i n c t	a-prefix inside		
7154	Old_Burmese	oldb1234	late	477	no₂k◦kya	no₂k◦kya	n ʊ k + k j a	i n c + i m n			
6145	Achang_Longchuan	long1372	late	477	l̥ɔ³¹	l̥ɔ³¹	l̥ ɔ ³¹	i n t	late	TBL	
6203	Maru	maru1248	late	477	kjam³¹	kjam³¹	k j a m ³¹	i m n c t	late	TBL	
6214	Atsi	zaiw1240	late	477	tʰaŋ⁵¹kjo⁵⁵	tʰaŋ⁵¹kjo⁵⁵	tʰ a ŋ ⁵¹ + k j o ⁵⁵	i n c t + i m n t	late fall-descend	TBL	
6240	Rangoon	nucl1310	late	477	nɑuʔ⁴ʨɑ⁵³	nɑuʔ⁴ʨɑ⁵³	n ɑ u ʔ ⁴ + tɕ ɑ ⁵³	i n N c t + i n t		TBL	
6475	Lashi	lash1242	late	477	nɛː⁵⁵	nɛː⁵⁵	n ɛː ⁵⁵	i n t	late-slow	TBL	
6537	Xiandao	xian1248	late	477	kɯm⁵⁵	kɯm⁵⁵	k ɯ m ⁵⁵	i n c t	late	TBL	
6605	Bola	bela1241	late	477	tʰɔ̃⁵⁵kja³⁵	tʰɔ̃⁵⁵kja³⁵	tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵	i n c t + i m n t	late fall-descend	TBL	
5605	Rangoon	nucl1310	left	244	wɛ⁵⁵	wɛ⁵⁵	w ɛ ⁵⁵	i n t		TBL	
5606	Rangoon	nucl1310	left	244	bɛ²²	bɛ²²	b ɛ ²²	i n t		TBL	
7156	Old_Burmese	oldb1234	left	244	vai	vai	w aj	i n			
2299	Achang_Longchuan	long1372	left	244	lɔʔ³¹nam³¹pa³¹	lɔʔ³¹nam³¹pa³¹	l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹	i n c t + i n c t + i n t	hand left dir	TBL	
2301	Atsi	zaiw1240	left	244	loʔ³¹pa̱i²¹	loʔ³¹pa̱i²¹	l o ʔ ²¹ + p a̰ i ²¹	i n c t + i n N t	hand left	TBL	
2303	Bola	bela1241	left	244	laʔ³¹ka̱uŋ³⁵	laʔ³¹ka̱uŋ³⁵	l a ʔ ³¹ + k a̰ u ŋ ³⁵	i n c t + i n N c t	hand left	TBL	
2307	Lashi	lash1242	left	244	lɔʔ³¹pe̱i⁵⁵	lɔʔ³¹pe̱i⁵⁵	l ɔ ʔ ³¹ + p ḛ i ⁵⁵	i n c t + i n N t	hand left	TBL	
2308	Maru	maru1248	left	244	lɔʔ³¹ka̱uŋ³⁵	lɔʔ³¹ka̱uŋ³⁵	l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵	i n c t + i n N c t	hand left	TBL	
2310	Xiandao	xian1248	left	244	lɔʔ⁵⁵xa⁵⁵	lɔʔ⁵⁵xa⁵⁵	l ɔ ʔ ⁵⁵ + x a ⁵⁵	i n c t + i n t	hand left	TBL	
5482	Rangoon	nucl1310	light (of weight)	1052	pɔ⁵³	pɔ⁵³	p ɔ ⁵³	i n t		TBL	
2393	Achang_Longchuan	long1372	light (of weight)	1052	ʑaŋ⁵⁵	ʑaŋ⁵⁵	ʑ a ŋ ⁵⁵	i n c t	light	TBL	
2394	Atsi	zaiw1240	light (of weight)	1052	som²¹	som²¹	s o m ²¹	i n c t	light	TBL	
2395	Bola	bela1241	light (of weight)	1052	sø̃³⁵	sø̃³⁵	s ø̃ ∼ ³⁵	i n c t		TBL	
2396	Lashi	lash1242	light (of weight)	1052	suːm⁵⁵	suːm⁵⁵	s uː m ⁵⁵	i n c t	light	TBL	
2397	Maru	maru1248	light (of weight)	1052	sum³⁵	sum³⁵	s u m ³⁵	i n c t	light	TBL	
2398	Xiandao	xian1248	light (of weight)	1052	jaŋ⁵⁵	jaŋ⁵⁵	j a ŋ ⁵⁵	i n c t	lightweight	TBL	
5612	Rangoon	nucl1310	long	1203	ɕe²²	ɕe²²	ɕ e ²²	i n t		TBL	
2444	Achang_Longchuan	long1372	long	1203	səŋ⁵⁵	səŋ⁵⁵	s ə ŋ ⁵⁵	i n c t	long	TBL	
2447	Atsi	zaiw1240	long	1203	xiŋ⁵¹	xiŋ⁵¹	x i ŋ ⁵¹	i n c t	long	TBL	
2449	Bola	bela1241	long	1203	xaŋ⁵⁵	xaŋ⁵⁵	x a ŋ ⁵⁵	i n c t	long	TBL	
2452	Lashi	lash1242	long	1203	ʃə̱ːŋ³³	ʃə̱ːŋ³³	ʃ ə̰ː ŋ ³³	i n c t	long	TBL	
2455	Xiandao	xian1248	long	1203	sɤŋ⁵⁵	sɤŋ⁵⁵	s ɤ ŋ ⁵⁵	i n c t	long	TBL	
7159	Old_Burmese	oldb1234	long	1203	rhañ	rhañ	r̥ a nʲ	i n c			
2453	Maru	maru1248	long	1203	xaŋ³¹	xaŋ³¹	x a ŋ ³¹	i n c t	long	TBL	
5269	Rangoon	nucl1310	many	1198	mjɑ⁵⁵	mjɑ⁵⁵	m j ɑ ⁵⁵	i m n t		TBL	
7161	Old_Burmese	oldb1234	many	1198	myāḥ	myāḥ	m j a ⁵⁵	i m n t			
2504	Achang_Longchuan	long1372	many	1198	ȵɔ³¹	ȵɔ³¹	nʲ ɔ ³¹	i n t	many	TBL	
2507	Atsi	zaiw1240	many	1198	mjo²¹	mjo²¹	m j o ²¹	i m n t	many	TBL	
2512	Lashi	lash1242	many	1198	mjɔː³³	mjɔː³³	m j ɔː ³³	i m n t	many	TBL	
2513	Maru	maru1248	many	1198	mjɔ³⁵	mjɔ³⁵	m j ɔ ³⁵	i m n t	many	TBL	
2515	Xiandao	xian1248	many	1198	ȵɔ³¹	ȵɔ³¹	nʲ ɔ ³¹	i n t	many	TBL	
2509	Bola	bela1241	many	1198	mja³¹	mja³¹	m j a ³¹	i m n t	many	TBL	
7163	Old_Burmese	oldb1234	middle	1093	krāḥ	krāḥ	k r a ⁵⁵	i m n t	middle		
6136	Atsi	zaiw1240	middle	1093	kuŋ²¹kuŋ⁵¹	kuŋ²¹kuŋ⁵¹	k u ŋ ²¹ + k u ŋ ⁵¹	i n c t + i n c t	middle-1 roof	TBL	
6314	Lashi	lash1242	middle	1093	a³¹kuŋ³¹	a³¹kuŋ³¹	a ³¹ + k u ŋ ³¹	n t + i n c t	a-prefix middle1	TBL	
6315	Lashi	lash1242	middle	1093	a³¹kjo³³	a³¹kjo³³	a ³¹ + k j o ³³	n t + i m n t	a-prefix middle2	TBL	
6386	Xiandao	xian1248	middle	1093	a³¹koŋ⁵⁵	a³¹koŋ⁵⁵	a ³¹ + k o ŋ ⁵⁵	n t + i n c t	a-prefix middle	TBL	
6427	Bola	bela1241	middle	1093	a³¹kauŋ³¹	a³¹kauŋ³¹	a ³¹ + k a u ŋ ³¹	n t + i n N c t	a-prefix middle	TBL	
6510	Achang_Longchuan	long1372	middle	1093	a³¹kuŋ⁵⁵	a³¹kuŋ⁵⁵	a ³¹ + k u ŋ ⁵⁵	n t + i n c t	a-prefix middle	TBL	
6571	Maru	maru1248	middle	1093	a³¹kauŋ³⁵	a³¹kauŋ³⁵	a ³¹ + k a u ŋ ³⁵	n t + i n N c t	a-prefix middle	TBL	
6603	Rangoon	nucl1310	middle	1093	ɑ⁵³lɛ²²	ɑ⁵³lɛ²²	ɑ ⁵³ + l ɛ ²²	n t + i n t	a-prefix ?	TBL	
6164	Atsi	zaiw1240	morning	1339	nap²¹kjo̱⁵⁵	nap²¹kjo̱⁵⁵	n a p ²¹ + k j o̰ ⁵⁵	i n c t + i m n t	morning ?	TBL	
6317	Maru	maru1248	morning	1339	nɛʔ³¹sum³¹	nɛʔ³¹sum³¹	n ɛ ʔ ³¹ + s u m ³¹	i n c t + i n c t	morning-1 morning-2	TBL	
6410	Xiandao	xian1248	morning	1339	nap⁵⁵mɔ⁵¹	nap⁵⁵mɔ⁵¹	n a p ⁵⁵ + m ɔ ⁵¹	i n c t + i n t	morning1 morning2	TBL	
6459	Bola	bela1241	morning	1339	nɛʔ³¹kɔ̃⁵⁵	nɛʔ³¹kɔ̃⁵⁵	n ɛ ʔ ³¹ + k ɔ̃ ∼ ⁵⁵	i n c t + i n c t	day-2 life-span?	TBL	
6534	Achang_Longchuan	long1372	morning	1339	ni³¹ʐua³¹	ni³¹ʐua³¹	n i ³¹ + ʐ u a ³¹	i n t + i m n t	day-sun morning?	TBL	
6553	Lashi	lash1242	morning	1339	nap³¹sɔn⁵⁵	nap³¹sɔn⁵⁵	n a p ³¹ + s ɔ n ⁵⁵	i n c t + i n c t	not-today ?	TBL	
6628	Rangoon	nucl1310	morning	1339	nɑ̃²²nɛʔ⁴	nɑ̃²²nɛʔ⁴	n ɑ̃ ∼ ²² + n ɛ ʔ ⁴	i n c t + i n c t		TBL	
7165	Old_Burmese	oldb1234	morning	1339	naṃ◦nak	naṃ◦nak	n a m + n a k	i n c + i n c	morning-1 morning-2		
5379	Rangoon	nucl1310	narrow	1267	ʨĩ⁵⁵	ʨĩ⁵⁵	tɕ ĩ ∼ ⁵⁵	i n c t		TBL	bad concept
2740	Xiandao	xian1248	narrow	1267	ɲ̊ap⁵⁵	ɲ̊ap⁵⁵	ɲ̊ a p ⁵⁵	i n c t	narrow	TBL	bad concept
2741	Achang_Longchuan	long1372	narrow	1267	ȵ̥ap⁵⁵	ȵ̥ap⁵⁵	n̥ʲ a p ⁵⁵	i n c t	narrow	TBL	bad concept
2742	Atsi	zaiw1240	narrow	1267	tʃa̱p⁵⁵	tʃa̱p⁵⁵	tʃ a̰ p ⁵⁵	i n c t	narrow	TBL	bad concept
2743	Bola	bela1241	narrow	1267	tʃɛ̱ʔ⁵⁵	tʃɛ̱ʔ⁵⁵	tʃ ɛ̰ ʔ ⁵⁵	i n c t	narrow	TBL	bad concept
2744	Lashi	lash1242	narrow	1267	tʃa̱ːp⁵⁵	tʃa̱ːp⁵⁵	tʃ a̰ː p ⁵⁵	i n c t	narrow	TBL	bad concept
2745	Maru	maru1248	narrow	1267	tʃɛ̱ʔ⁵⁵	tʃɛ̱ʔ⁵⁵	tʃ ɛ̰ ʔ ⁵⁵	i n c t	narrow	TBL	bad concept
7167	Old_Burmese	oldb1234	narrow	1267	kyanḥ	kyanḥ	k j a n ⁵⁵	i m n c t			
2767	Bola	bela1241	near	1942	tʃɔ̱̃³⁵	tʃɔ̱̃³⁵	tʃ ɔ̰̃ ∼ ³⁵	i n c t	near	TBL	bad concept
5623	Rangoon	nucl1310	near	1942	ni⁵⁵	ni⁵⁵	n i ⁵⁵	i n t		TBL	bad concept
2770	Lashi	lash1242	near	1942	tʃaːŋ⁵³	tʃaːŋ⁵³	tʃ aː ŋ ⁵³	i n c t	near	TBL	bad concept
2773	Xiandao	xian1248	near	1942	nɛ³¹	nɛ³¹	n ɛ ³¹	i n t	near	TBL	bad concept
2774	Achang_Longchuan	long1372	near	1942	ne³¹	ne³¹	n e ³¹	i n t	near	TBL	bad concept
2775	Atsi	zaiw1240	near	1942	tʃa̱ŋ⁵⁵	tʃa̱ŋ⁵⁵	tʃ a̰ ŋ ⁵⁵	i n c t	near	TBL	bad concept
2777	Maru	maru1248	near	1942	tʃɔ̃³⁵	tʃɔ̃³⁵	tʃ ɔ̃ ∼ ³⁵	i n c t	near	TBL	bad concept
7169	Old_Burmese	oldb1234	near	1942	nīḥ	nīḥ	n i ⁵⁵	i n t			
5404	Rangoon	nucl1310	new	1231	tθiʔ⁴	tθiʔ⁴	tθ i ʔ ⁴	i n c t		TBL	
2810	Achang_Longchuan	long1372	new	1231	ʂək⁵⁵	ʂək⁵⁵	ʂ ə k ⁵⁵	i n c t	new	TBL	
2812	Atsi	zaiw1240	new	1231	a²¹sik⁵⁵	a²¹sik⁵⁵	a ²¹ + s i k ⁵⁵	n t + i n c t	a-prefix new	TBL	
2814	Bola	bela1241	new	1231	sak⁵⁵	sak⁵⁵	s a k ⁵⁵	i n c t	new	TBL	
2817	Lashi	lash1242	new	1231	sə̱ːk⁵⁵	sə̱ːk⁵⁵	s ə̰ː k ⁵⁵	i n c t	new	TBL	
2818	Maru	maru1248	new	1231	sa̱k⁵⁵	sa̱k⁵⁵	s a̰ k ⁵⁵	i n c t	new	TBL	
2820	Xiandao	xian1248	new	1231	ʂɯk⁵⁵	ʂɯk⁵⁵	ʂ ɯ k ⁵⁵	i n c t	new	TBL	
7171	Old_Burmese	oldb1234	new	1231	sac	sac	s a ts	i n c	new		
5645	Rangoon	nucl1310	nine	1483	ko⁵⁵	ko⁵⁵	k o ⁵⁵	i n t		TBL	
2842	Achang_Longchuan	long1372	nine	1483	kau³¹	kau³¹	k a u ³¹	i n N t	nine	TBL	
2844	Atsi	zaiw1240	nine	1483	kau²¹	kau²¹	k a u ²¹	i n N t	new	TBL	
2845	Bola	bela1241	nine	1483	kau³¹	kau³¹	k a u ³¹	i n N t	nine	TBL	
2848	Lashi	lash1242	nine	1483	kou³³	kou³³	k o u ³³	i n N t	nine	TBL	
2849	Maru	maru1248	nine	1483	kuk³¹	kuk³¹	k u k ³¹	i n c t	nine	TBL	
2850	Xiandao	xian1248	nine	1483	kau³¹	kau³¹	k a u ³¹	i n N t	nine	TBL	
7173	Old_Burmese	oldb1234	nine	1483	kuivḥ	kuivḥ	k ə w ⁵⁵	i n c t			
6165	Atsi	zaiw1240	noon	12	ŋji⁵⁵kuŋ⁵¹tu̱²¹	ŋji⁵⁵kuŋ⁵¹tu̱²¹	ŋ j i ⁵⁵ + k u ŋ ⁵¹ + t ṵ ²¹	i m n t + i n c t + i n t	day roof	TBL	
6342	Lashi	lash1242	noon	12	ŋjei⁵⁵kuŋ³¹	ŋjei⁵⁵kuŋ³¹	ŋ j e i ⁵⁵ + k u ŋ ³¹	i m n N t + i n c t	day middle	TBL	
6411	Xiandao	xian1248	noon	12	cɔ⁵⁵cɔ³¹jɔʔ³⁵	cɔ⁵⁵cɔ³¹jɔʔ³⁵	c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵	i n t + i n t + i n c t		TBL	
6460	Bola	bela1241	noon	12	ŋji³⁵kauŋ³¹tu̱⁵⁵	ŋji³⁵kauŋ³¹tu̱⁵⁵	ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵	i m n t + i n N c t + i n t	day-1 middle noon	TBL	
6498	Rangoon	nucl1310	noon	12	ne⁵³lɛ²²◦(pɑ̃i⁵⁵)	ne⁵³lɛ²²◦(pɑ̃i⁵⁵)	n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵	i n t + i n t + i n N c t		TBL	
6535	Achang_Longchuan	long1372	noon	12	ni³¹kuŋ⁵⁵	ni³¹kuŋ⁵⁵	n i ³¹ + k u ŋ ⁵⁵	i n t + i n c t	day-sun middle	TBL	
6598	Maru	maru1248	noon	12	na⁵⁵kauŋ³⁵	na⁵⁵kauŋ³⁵	n a ⁵⁵ + k a u ŋ ³⁵	i n t + i n N c t	day middle	TBL	
7175	Old_Burmese	oldb1234	noon	12	mo₁nḥ◦tañʔ	mo₁nḥ◦tañʔ	m o n ⁵⁵ + t a nʲ ⁵³	i n c t + i n c t			
7177	Old_Burmese	oldb1234	noon	12	niyʔ◦lañ	niyʔ◦lañ	n i j ⁵³ + l a nʲ	i n c t + i n c	day noon		
5300	Rangoon	nucl1310	old (of person)	2112	o²²	o²²	o ²²	n t		TBL	
2880	Achang_Longchuan	long1372	old (of person)	2112	muaŋ³¹	muaŋ³¹	m u a ŋ ³¹	i m n c t	old	TBL	
2883	Atsi	zaiw1240	old (of person)	2112	maŋ²¹	maŋ²¹	m a ŋ ²¹	i n c t	old	TBL	
2885	Bola	bela1241	old (of person)	2112	mɔ̃³¹	mɔ̃³¹	m ɔ̃ ∼ ³¹	i n c t	old-person	TBL	
2888	Lashi	lash1242	old (of person)	2112	maŋ³³tso⁵⁵	maŋ³³tso⁵⁵	m a ŋ ³³ + ts o ⁵⁵	i n c t + i n t	old child?	TBL	
2889	Maru	maru1248	old (of person)	2112	mɔ̃³⁵	mɔ̃³⁵	m ɔ̃ ∼ ³⁵	i n c t	old	TBL	
2891	Xiandao	xian1248	old (of person)	2112	mɔŋ³¹	mɔŋ³¹	m ɔ ŋ ³¹	i n c t	old	TBL	
7179	Old_Burmese	oldb1234	old (of person)	2112	uiw	uiw	ə w	n c			
5620	Rangoon	nucl1310	one	1493	tiʔ⁴	tiʔ⁴	t i ʔ ⁴	i n c t		TBL	
2937	Achang_Longchuan	long1372	one	1493	ta³¹	ta³¹	t a ³¹	i n t	one	TBL	
2940	Atsi	zaiw1240	one	1493	lă²¹	lă²¹	l ă ²¹	i n t	one	TBL	
2942	Bola	bela1241	one	1493	ta³¹	ta³¹	t a ³¹	i n t	one	TBL	
2945	Lashi	lash1242	one	1493	ta³¹	ta³¹	t a ³¹	i n t	one	TBL	
2946	Maru	maru1248	one	1493	ta³¹	ta³¹	t a ³¹	i n t	one	TBL	
2948	Xiandao	xian1248	one	1493	ta³¹	ta³¹	t a ³¹	i n t	one	TBL	
7181	Old_Burmese	oldb1234	one	1493	tac	tac	t a ts	i n c			
6215	Maru	maru1248	outside	762	və̆³¹kauŋ³⁵	və̆³¹kauŋ³⁵	v ə̆ ³¹ + k a u ŋ ³⁵	i n t + i n N c t	outside middle	TBL	
6258	Atsi	zaiw1240	outside	762	ʃiŋ²¹ka̱n²¹	ʃiŋ²¹ka̱n²¹	ʃ i ŋ ²¹ + k a̰ n ²¹	i n c t + i n c t	? ?	TBL	
6390	Xiandao	xian1248	outside	762	a³¹noʔ⁵⁵	a³¹noʔ⁵⁵	a ³¹ + n o ʔ ⁵⁵	n t + i n c t	a-prefix outside	TBL	
6441	Bola	bela1241	outside	762	və̆³¹kauŋ³¹	və̆³¹kauŋ³¹	v ə̆ ³¹ + k a u ŋ ³¹	i n t + i n N c t	out middle	TBL	
6514	Achang_Longchuan	long1372	outside	762	a³¹nɔk⁵⁵	a³¹nɔk⁵⁵	a ³¹ + n ɔ k ⁵⁵	n t + i n c t	a-prefix outside	TBL	
6607	Rangoon	nucl1310	outside	762	ɑ⁵³pjĩ²²	ɑ⁵³pjĩ²²	ɑ ⁵³ + p j ĩ ∼ ²²	n t + i m n c t	a-prefix ?	TBL	
7183	Old_Burmese	oldb1234	outside	762	a◦praṅ	a◦praṅ	a + p r a ŋ	n + i m n c	a-prefix outside		
5424	Rangoon	nucl1310	red	156	ni²²	ni²²	n i ²²	i n t		TBL	
3291	Maru	maru1248	red	156	nɛ³¹	nɛ³¹	n ɛ ³¹	i n t	red	TBL	
7185	Old_Burmese	oldb1234	red	156	nī	nī	n i	i n			
3285	Bola	bela1241	red	156	nɛ⁵⁵	nɛ⁵⁵	n ɛ ⁵⁵	i n t	red	TBL	
3289	Lashi	lash1242	red	156	nɛː³¹	nɛː³¹	n ɛː ³¹	i n t	red	TBL	
3292	Xiandao	xian1248	red	156	na⁵⁵	na⁵⁵	n a ⁵⁵	i n t	red	TBL	
3281	Achang_Longchuan	long1372	red	156	na⁵⁵	na⁵⁵	n a ⁵⁵	i n t	red	TBL	
3283	Atsi	zaiw1240	red	156	ne⁵¹	ne⁵¹	n e ⁵¹	i n t	red	TBL	
6137	Atsi	zaiw1240	right	1019	loʔ²¹jo⁵¹	loʔ²¹jo⁵¹	l o ʔ ²¹ + j o ⁵¹	i n c t + i n t	hand right	TBL	
6318	Lashi	lash1242	right	1019	lɔʔ³¹jo³¹	lɔʔ³¹jo³¹	l ɔ ʔ ³¹ + j o ³¹	i n c t + i n t	hand right	TBL	
6361	Rangoon	nucl1310	right	1019	ȵɑ²²	ȵɑ²²	nʲ ɑ ²²	i n t		TBL	
6364	Rangoon	nucl1310	right	1019	jɑ²²	jɑ²²	j ɑ ²²	i n t		TBL	
6387	Xiandao	xian1248	right	1019	lɔʔ⁵⁵jɔ⁵⁵	lɔʔ⁵⁵jɔ⁵⁵	l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵	i n c t + i n t	hand right	TBL	
6438	Bola	bela1241	right	1019	laʔ³¹ja⁵⁵	laʔ³¹ja⁵⁵	l a ʔ ³¹ + j a ⁵⁵	i n c t + i n t	hand right	TBL	
6512	Achang_Longchuan	long1372	right	1019	lɔʔ³¹ʑɔ⁵⁵pa³¹	lɔʔ³¹ʑɔ⁵⁵pa³¹	l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹	i n c t + i n t + i n t	hand right dir	TBL	
6572	Maru	maru1248	right	1019	lɔʔ³¹jɔ³¹	lɔʔ³¹jɔ³¹	l ɔ ʔ ³¹ + j ɔ ³¹	i n c t + i n t	hand right	TBL	
7187	Old_Burmese	oldb1234	right	1019	yā	yā	j a ²²	i n t			
6188	Maru	maru1248	round	1395	laŋ⁵⁵	laŋ⁵⁵	l a ŋ ⁵⁵	i n c t	round	TBL	
6128	Achang_Longchuan	long1372	round	1395	lum³¹	lum³¹	l u m ³¹	i n c t	round	TBL	
6222	Rangoon	nucl1310	round	1395	wɑ̃i⁵⁵	wɑ̃i⁵⁵	w ɑ̃ i ∼ ⁵⁵	i n N c t		TBL	
6291	Atsi	zaiw1240	round	1395	liŋ⁵⁵	liŋ⁵⁵	l i ŋ ⁵⁵	i n c t	round	TBL	
6464	Lashi	lash1242	round	1395	ləːŋ⁵⁵	ləːŋ⁵⁵	l əː ŋ ⁵⁵	i n c t		TBL	
6521	Xiandao	xian1248	round	1395	lum³¹	lum³¹	l u m ³¹	i n c t	round	TBL	
6561	Bola	bela1241	round	1395	lam³¹	lam³¹	l a m ³¹	i n c t	round-1	TBL	
6585	Bola	bela1241	round	1395	laŋ³⁵	laŋ³⁵	l a ŋ ³⁵	i n c t	round-2	TBL	
7189	Old_Burmese	oldb1234	round	1395	luṃḥ	luṃḥ	l u m ⁵⁵	i n c t	round		
6180	Achang_Longchuan	long1372	salty	1091	xɔ³¹	xɔ³¹	x ɔ ³¹	i n t	bitter	TBL	looks like bitter to me
